temperatureid,countryid,tempyear,elementid,temperatureincrease
5705,166,1996,6078,0.27
5706,166,1997,6078,0.27
5707,166,1998,6078,0.27
5708,166,1999,6078,0.27
5709,166,2000,6078,0.27
5710,166,2001,6078,0.27
5711,166,2002,6078,0.27
5712,166,2003,6078,0.27
5713,166,2004,6078,0.27
5714,166,2005,6078,0.27
5715,166,2006,6078,0.27
5716,166,2007,6078,0.27
5717,166,2008,6078,0.27
5718,166,2009,6078,0.27
5719,166,2010,6078,0.27
5720,166,2011,6078,0.27
5721,166,2012,6078,0.27
5722,166,2013,6078,0.27
5723,166,2014,6078,0.27
5724,166,2015,6078,0.27
5725,166,2016,6078,0.27
5726,166,2017,6078,0.27
5727,166,2018,6078,0.27
5728,166,2019,6078,0.27
5729,166,2020,6078,0.27
5730,166,2021,6078,0.27
5731,170,1961,7271,0.003
5732,170,1962,7271,-0.151
5733,170,1963,7271,-0.048
5734,170,1964,7271,0.031
5735,170,1965,7271,-0.143
5736,170,1966,7271,0.103
5737,170,1967,7271,-0.286
5738,170,1968,7271,-0.22
5739,170,1969,7271,0.335
5740,170,1970,7271,0.026
5741,170,1971,7271,-0.393
5742,170,1972,7271,0.036
5743,170,1973,7271,0.363
5744,170,1974,7271,-0.292
5745,170,1975,7271,-0.265
5746,170,1976,7271,-0.194
5747,170,1977,7271,0.303
5748,170,1978,7271,0.203
5749,170,1979,7271,0.229
5750,170,1980,7271,0.465
5751,170,1981,7271,0.142
5752,170,1982,7271,0.177
5753,170,1983,7271,0.645
5754,170,1984,7271,-0.209
5755,170,1985,7271,-0.007
5756,170,1986,7271,-0.004
5757,170,1987,7271,0.574
5758,170,1988,7271,0.345
5759,170,1989,7271,-0.052
5760,170,1990,7271,0.283
5761,170,1991,7271,0.367
5762,170,1992,7271,0.505
5763,170,1993,7271,0.232
5764,170,1994,7271,0.215
5765,170,1995,7271,0.485
5766,170,1996,7271,0.13
5767,170,1997,7271,0.535
5768,170,1998,7271,0.932
5769,170,1999,7271,-0.04
5770,170,2000,7271,-0.078
5771,170,2001,7271,0.378
5772,170,2002,7271,0.616
5773,170,2003,7271,0.642
5774,170,2004,7271,0.532
5775,170,2005,7271,0.645
5776,170,2006,7271,0.511
5777,170,2007,7271,0.575
5778,170,2008,7271,0.272
5779,170,2009,7271,0.753
5780,170,2010,7271,0.916
5781,170,2011,7271,0.348
5782,170,2012,7271,0.559
5783,170,2013,7271,0.693
5784,170,2014,7271,0.69
5785,170,2015,7271,1.131
5786,170,2016,7271,0.971
5787,170,2017,7271,0.656
5788,170,2018,7271,0.995
5789,170,2019,7271,1.25
5790,170,2020,7271,1.41
5791,170,2021,7271,0.898
5792,170,1961,6078,0.272
5793,170,1962,6078,0.272
5794,170,1963,6078,0.272
5795,170,1964,6078,0.272
5796,170,1965,6078,0.272
5797,170,1966,6078,0.272
5798,170,1967,6078,0.272
5799,170,1968,6078,0.272
5800,170,1969,6078,0.272
5801,170,1970,6078,0.272
5802,170,1971,6078,0.272
5803,170,1972,6078,0.272
5804,170,1973,6078,0.272
5805,170,1974,6078,0.272
5806,170,1975,6078,0.272
5807,170,1976,6078,0.272
5808,170,1977,6078,0.272
5809,170,1978,6078,0.272
5810,170,1979,6078,0.272
5811,170,1980,6078,0.272
5812,170,1981,6078,0.272
5813,170,1982,6078,0.272
5814,170,1983,6078,0.272
5815,170,1984,6078,0.272
5816,170,1985,6078,0.272
5817,170,1986,6078,0.272
5818,170,1987,6078,0.272
5819,170,1988,6078,0.272
5820,170,1989,6078,0.272
5821,170,1990,6078,0.272
5822,170,1991,6078,0.272
5823,170,1992,6078,0.272
5824,170,1993,6078,0.272
5825,170,1994,6078,0.272
5826,170,1995,6078,0.272
5827,170,1996,6078,0.272
5828,170,1997,6078,0.272
5829,170,1998,6078,0.272
5830,170,1999,6078,0.272
5831,170,2000,6078,0.272
5832,170,2001,6078,0.272
5833,170,2002,6078,0.272
5834,170,2003,6078,0.272
5835,170,2004,6078,0.272
5836,170,2005,6078,0.272
5837,170,2006,6078,0.272
5838,170,2007,6078,0.272
5839,170,2008,6078,0.272
5840,170,2009,6078,0.272
5841,170,2010,6078,0.272
5842,170,2011,6078,0.272
5843,170,2012,6078,0.272
5844,170,2013,6078,0.272
5845,170,2014,6078,0.272
5846,170,2015,6078,0.272
5847,170,2016,6078,0.272
5848,170,2017,6078,0.272
5849,170,2018,6078,0.272
5850,170,2019,6078,0.272
5851,170,2020,6078,0.272
5852,170,2021,6078,0.272
5853,174,1961,7271,0.45
5854,174,1962,7271,-0.006
5855,174,1963,7271,-0.255
5856,174,1964,7271,-0.223
5857,174,1965,7271,-0.341
5858,174,1966,7271,0.053
5859,174,1967,7271,0.148
5860,174,1968,7271,-0.459
5861,174,1969,7271,0.192
5862,174,1970,7271,0.051
5863,174,1971,7271,-0.521
5864,174,1972,7271,-0.051
5865,174,1973,7271,0.159
5866,174,1974,7271,-0.351
5867,174,1975,7271,-0.1
5868,174,1976,7271,-0.082
5869,174,1977,7271,0.495
5870,174,1978,7271,0.181
5871,174,1979,7271,0.13
5872,174,1980,7271,0.188
5873,174,1981,7271,0.075
5874,174,1982,7271,0.506
5875,174,1983,7271,
5876,174,1984,7271,-0.496
5877,174,1985,7271,
5878,174,1986,7271,-0.066
5879,174,1987,7271,0.388
5880,174,1988,7271,0.395
5881,174,1989,7271,-0.3
5882,174,1990,7271,0.087
5883,174,1991,7271,0.233
5884,174,1992,7271,0.053
5885,174,1993,7271,0.167
5886,174,1994,7271,0.528
5887,174,1995,7271,0.409
5888,174,1996,7271,-0.053
5889,174,1997,7271,0.253
5890,174,1998,7271,0.752
5891,174,1999,7271,0.197
5892,174,2000,7271,0.163
5893,174,2001,7271,0.312
5894,174,2002,7271,0.767
5895,174,2003,7271,0.444
5896,174,2004,7271,0.368
5897,174,2005,7271,0.463
5898,174,2006,7271,0.269
5899,174,2007,7271,0.602
5900,174,2008,7271,0.234
5901,174,2009,7271,0.493
5902,174,2010,7271,0.734
5903,174,2011,7271,0.37
5904,174,2012,7271,0.334
5905,174,2013,7271,0.223
5906,174,2014,7271,0.312
5907,174,2015,7271,0.529
5908,174,2016,7271,0.504
5909,174,2017,7271,0.754
5910,174,2018,7271,0.509
5911,174,2019,7271,1.1
5912,174,2020,7271,0.833
5913,174,2021,7271,0.454
5914,174,1961,6078,0.259
5915,174,1962,6078,0.259
5916,174,1963,6078,0.259
5917,174,1964,6078,0.259
5918,174,1965,6078,0.259
5919,174,1966,6078,0.259
5920,174,1967,6078,0.259
5921,174,1968,6078,0.259
5922,174,1969,6078,0.259
5923,174,1970,6078,0.259
5924,174,1971,6078,0.259
5925,174,1972,6078,0.259
5926,174,1973,6078,0.259
5927,174,1974,6078,0.259
5928,174,1975,6078,0.259
5929,174,1976,6078,0.259
5930,174,1977,6078,0.259
5931,174,1978,6078,0.259
5932,174,1979,6078,0.259
5933,174,1980,6078,0.259
5934,174,1981,6078,0.259
5935,174,1982,6078,0.259
5936,174,1983,6078,
5937,174,1984,6078,0.259
5938,174,1985,6078,
5939,174,1986,6078,0.259
5940,174,1987,6078,0.259
5941,174,1988,6078,0.259
5942,174,1989,6078,0.259
5943,174,1990,6078,0.259
5944,174,1991,6078,0.259
5945,174,1992,6078,0.259
5946,174,1993,6078,0.259
5947,174,1994,6078,0.259
5948,174,1995,6078,0.259
5949,174,1996,6078,0.259
5950,174,1997,6078,0.259
5951,174,1998,6078,0.259
5952,174,1999,6078,0.259
5953,174,2000,6078,0.259
5954,174,2001,6078,0.259
5955,174,2002,6078,0.259
5956,174,2003,6078,0.259
5957,174,2004,6078,0.259
5958,174,2005,6078,0.259
5959,174,2006,6078,0.259
5960,174,2007,6078,0.259
5961,174,2008,6078,0.259
5962,174,2009,6078,0.259
5963,174,2010,6078,0.259
5964,174,2011,6078,0.259
5965,174,2012,6078,0.259
5966,174,2013,6078,0.259
5967,174,2014,6078,0.259
5968,174,2015,6078,0.259
5969,174,2016,6078,0.259
5970,174,2017,6078,0.259
5971,174,2018,6078,0.259
5972,174,2019,6078,0.259
5973,174,2020,6078,0.259
5974,174,2021,6078,0.259
5975,178,1961,7271,-0.197
5976,178,1962,7271,-0.064
5977,178,1963,7271,0.124
5978,178,1964,7271,-0.137
5979,178,1965,7271,-0.178
5980,178,1966,7271,0.112
5981,178,1967,7271,-0.126
5982,178,1968,7271,-0.114
5983,178,1969,7271,0.121
5984,178,1970,7271,0.168
5985,178,1971,7271,-0.068
5986,178,1972,7271,-0.028
5987,178,1973,7271,0.526
5988,178,1974,7271,-0.062
5989,178,1975,7271,-0.123
5990,178,1976,7271,-0.248
5991,178,1977,7271,0.235
5992,178,1978,7271,0.13
5993,178,1979,7271,0.435
5994,178,1980,7271,0.319
5995,178,1981,7271,-0.127
5996,178,1982,7271,-0.113
5997,178,1983,7271,0.353
5998,178,1984,7271,0.162
5999,178,1985,7271,-0.124
6000,178,1986,7271,0.088
6001,178,1987,7271,0.511
6002,178,1988,7271,0.338
6003,178,1989,7271,-0.206
6004,178,1990,7271,0.088
6005,178,1991,7271,0.24
6006,178,1992,7271,-0.182
6007,178,1993,7271,0.116
6008,178,1994,7271,0.398
6009,178,1995,7271,0.629
6010,178,1996,7271,0.102
6011,178,1997,7271,
6012,178,1998,7271,1.142
6013,178,1999,7271,0.684
6014,178,2000,7271,0.477
6015,178,2001,7271,0.448
6016,178,2002,7271,0.845
6017,178,2003,7271,0.892
6018,178,2004,7271,0.92
6019,178,2005,7271,0.891
6020,178,2006,7271,0.814
6021,178,2007,7271,0.918
6022,178,2008,7271,0.843
6023,178,2009,7271,0.877
6024,178,2010,7271,1.304
6025,178,2011,7271,0.659
6026,178,2012,7271,0.663
6027,178,2013,7271,0.888
6028,178,2014,7271,0.836
6029,178,2015,7271,1.208
6030,178,2016,7271,1.584
6031,178,2017,7271,1.183
6032,178,2018,7271,1.276
6033,178,2019,7271,1.46
6034,178,2020,7271,1.611
6035,178,2021,7271,1.407
6036,178,1961,6078,0.201
6037,178,1962,6078,0.201
6038,178,1963,6078,0.201
6039,178,1964,6078,0.201
6040,178,1965,6078,0.201
6041,178,1966,6078,0.201
6042,178,1967,6078,0.201
6043,178,1968,6078,0.201
6044,178,1969,6078,0.201
6045,178,1970,6078,0.201
6046,178,1971,6078,0.201
6047,178,1972,6078,0.201
6048,178,1973,6078,0.201
6049,178,1974,6078,0.201
6050,178,1975,6078,0.201
6051,178,1976,6078,0.201
6052,178,1977,6078,0.201
6053,178,1978,6078,0.201
6054,178,1979,6078,0.201
6055,178,1980,6078,0.201
6056,178,1981,6078,0.201
6057,178,1982,6078,0.201
6058,178,1983,6078,0.201
6059,178,1984,6078,0.201
6060,178,1985,6078,0.201
6061,178,1986,6078,0.201
6062,178,1987,6078,0.201
6063,178,1988,6078,0.201
6064,178,1989,6078,0.201
6065,178,1990,6078,0.201
6066,178,1991,6078,0.201
6067,178,1992,6078,0.201
6068,178,1993,6078,0.201
6069,178,1994,6078,0.201
6070,178,1995,6078,0.201
6071,178,1996,6078,0.201
6072,178,1997,6078,
6073,178,1998,6078,0.201
6074,178,1999,6078,0.201
6075,178,2000,6078,0.201
6076,178,2001,6078,0.201
6077,178,2002,6078,0.201
6078,178,2003,6078,0.201
6079,178,2004,6078,0.201
6080,178,2005,6078,0.201
6081,178,2006,6078,0.201
6082,178,2007,6078,0.201
6083,178,2008,6078,0.201
6084,178,2009,6078,0.201
6085,178,2010,6078,0.201
6086,178,2011,6078,0.201
6087,178,2012,6078,0.201
6088,178,2013,6078,0.201
6089,178,2014,6078,0.201
6090,178,2015,6078,0.201
6091,178,2016,6078,0.201
6092,178,2017,6078,0.201
6093,178,2018,6078,0.201
6094,178,2019,6078,0.201
6095,178,2020,6078,0.201
6096,178,2021,6078,0.201
6097,184,1961,7271,0.115
6098,184,1962,7271,-0.087
6099,184,1963,7271,-0.123
6100,184,1964,7271,0.136
6101,184,1965,7271,-0.4
6102,184,1966,7271,0.008
6103,184,1967,7271,-0.356
6104,184,1968,7271,-0.365
6105,184,1969,7271,-0.036
6106,184,1970,7271,0.211
6107,184,1971,7271,-0.114
6108,184,1972,7271,-0.065
6109,184,1973,7271,0.49
6110,184,1974,7271,-0.131
6111,184,1975,7271,-0.195
6112,184,1976,7271,-0.216
6113,184,1977,7271,0.221
6114,184,1978,7271,0.18
6115,184,1979,7271,0.202
6116,184,1980,7271,0.328
6117,184,1981,7271,0.191
6118,184,1982,7271,0.143
6119,184,1983,7271,0.307
6120,184,1984,7271,0.166
6121,184,1985,7271,0.191
6122,184,1986,7271,0.42
6123,184,1987,7271,0.192
6124,184,1988,7271,0.499
6125,184,1989,7271,0.278
6126,184,1990,7271,0.325
6127,184,1991,7271,0.432
6128,184,1992,7271,0.427
6129,184,1993,7271,0.174
6130,184,1994,7271,0.504
6131,184,1995,7271,0.738
6132,184,1996,7271,0.708
6133,184,1997,7271,0.296
6134,184,1998,7271,0.381
6135,184,1999,7271,1.264
6136,184,2000,7271,0.914
6137,184,2001,7271,0.983
6138,184,2002,7271,0.874
6139,184,2003,7271,0.813
6140,184,2004,7271,0.868
6141,184,2005,7271,0.755
6142,184,2006,7271,0.954
6143,184,2007,7271,0.984
6144,184,2008,7271,0.848
6145,184,2009,7271,0.687
6146,184,2010,7271,1.185
6147,184,2011,7271,1.04
6148,184,2012,7271,0.781
6149,184,2013,7271,1.008
6150,184,2014,7271,0.798
6151,184,2015,7271,0.209
6152,184,2016,7271,0.95
6153,184,2017,7271,1.401
6154,184,2018,7271,1.138
6155,184,2019,7271,1.119
6156,184,2020,7271,1.174
6157,184,2021,7271,1.467
6158,184,1961,6078,0.211
6159,184,1962,6078,0.211
6160,184,1963,6078,0.211
6161,184,1964,6078,0.211
6162,184,1965,6078,0.211
6163,184,1966,6078,0.211
6164,184,1967,6078,0.211
6165,184,1968,6078,0.211
6166,184,1969,6078,0.211
6167,184,1970,6078,0.211
6168,184,1971,6078,0.211
6169,184,1972,6078,0.211
6170,184,1973,6078,0.211
6171,184,1974,6078,0.211
6172,184,1975,6078,0.211
6173,184,1976,6078,0.211
6174,184,1977,6078,0.211
6175,184,1978,6078,0.211
6176,184,1979,6078,0.211
6177,184,1980,6078,0.211
6178,184,1981,6078,0.211
6179,184,1982,6078,0.211
6180,184,1983,6078,0.211
6181,184,1984,6078,0.211
6182,184,1985,6078,0.211
6183,184,1986,6078,0.211
6184,184,1987,6078,0.211
6185,184,1988,6078,0.211
6186,184,1989,6078,0.211
6187,184,1990,6078,0.211
6188,184,1991,6078,0.211
6189,184,1992,6078,0.211
6190,184,1993,6078,0.211
6191,184,1994,6078,0.211
6192,184,1995,6078,0.211
6193,184,1996,6078,0.211
6194,184,1997,6078,0.211
6195,184,1998,6078,0.211
6196,184,1999,6078,0.211
6197,184,2000,6078,0.211
6198,184,2001,6078,0.211
6199,184,2002,6078,0.211
6200,184,2003,6078,0.211
6201,184,2004,6078,0.211
6202,184,2005,6078,0.211
6203,184,2006,6078,0.211
6204,184,2007,6078,0.211
6205,184,2008,6078,0.211
6206,184,2009,6078,0.211
6207,184,2010,6078,0.211
6208,184,2011,6078,0.211
6209,184,2012,6078,0.211
6210,184,2013,6078,0.211
6211,184,2014,6078,0.211
6212,184,2015,6078,0.211
6213,184,2016,6078,0.211
6214,184,2017,6078,0.211
6215,184,2018,6078,0.211
6216,184,2019,6078,0.211
6217,184,2020,6078,0.211
6218,184,2021,6078,0.211
6219,188,1961,7271,
6220,188,1962,7271,
6221,188,1963,7271,
6222,188,1964,7271,
6223,188,1965,7271,
6224,188,1966,7271,
6225,188,1967,7271,
6226,188,1968,7271,
6227,188,1969,7271,
6228,188,1970,7271,
6229,188,1971,7271,-0.421
6230,188,1972,7271,0.213
6231,188,1973,7271,0.209
6232,188,1974,7271,-0.234
6233,188,1975,7271,-0.386
6234,188,1976,7271,0.151
6235,188,1977,7271,0.245
6236,188,1978,7271,0.081
6237,188,1979,7271,0.109
6238,188,1980,7271,0.331
6239,188,1981,7271,0.135
6240,188,1982,7271,
6241,188,1983,7271,
6242,188,1984,7271,-0.073
6243,188,1985,7271,-0.155
6244,188,1986,7271,
6245,188,1987,7271,0.53
6246,188,1988,7271,-0.022
6247,188,1989,7271,-0.066
6248,188,1990,7271,0.46
6249,188,1991,7271,0.434
6250,188,1992,7271,0.396
6251,188,1993,7271,0.178
6252,188,1994,7271,0.383
6253,188,1995,7271,0.595
6254,188,1996,7271,-0.106
6255,188,1997,7271,0.615
6256,188,1998,7271,0.842
6257,188,1999,7271,-0.477
6258,188,2000,7271,-0.297
6259,188,2001,7271,0.361
6260,188,2002,7271,0.637
6261,188,2003,7271,0.597
6262,188,2004,7271,0.527
6263,188,2005,7271,0.337
6264,188,2006,7271,0.522
6265,188,2007,7271,0.491
6266,188,2008,7271,0.084
6267,188,2009,7271,0.782
6268,188,2010,7271,0.714
6269,188,2011,7271,0.288
6270,188,2012,7271,
6271,188,2013,7271,
6272,188,2014,7271,
6273,188,2015,7271,
6274,188,2016,7271,
6275,188,2017,7271,
6276,188,2018,7271,
6277,188,2019,7271,
6278,188,2020,7271,
6279,188,2021,7271,
6280,188,1961,6078,
6281,188,1962,6078,
6282,188,1963,6078,
6283,188,1964,6078,
6284,188,1965,6078,
6285,188,1966,6078,
6286,188,1967,6078,
6287,188,1968,6078,
6288,188,1969,6078,
6289,188,1970,6078,
6290,188,1971,6078,
6291,188,1972,6078,
6292,188,1973,6078,
6293,188,1974,6078,
6294,188,1975,6078,
6295,188,1976,6078,
6296,188,1977,6078,
6297,188,1978,6078,
6298,188,1979,6078,
6299,188,1980,6078,
6300,188,1981,6078,
6301,188,1982,6078,
6302,188,1983,6078,
6303,188,1984,6078,
6304,188,1985,6078,
6305,188,1986,6078,
6306,188,1987,6078,
6307,188,1988,6078,
6308,188,1989,6078,
6309,188,1990,6078,
6310,188,1991,6078,
6311,188,1992,6078,
6312,188,1993,6078,
6313,188,1994,6078,
6314,188,1995,6078,
6315,188,1996,6078,
6316,188,1997,6078,
6317,188,1998,6078,
6318,188,1999,6078,
6319,188,2000,6078,
6320,188,2001,6078,
6321,188,2002,6078,
6322,188,2003,6078,
6323,188,2004,6078,
6324,188,2005,6078,
6325,188,2006,6078,
6326,188,2007,6078,
6327,188,2008,6078,
6328,188,2009,6078,
6329,188,2010,6078,
6330,188,2011,6078,
6331,188,2012,6078,
6332,188,2013,6078,
6333,188,2014,6078,
6334,188,2015,6078,
6335,188,2016,6078,
6336,188,2017,6078,
6337,188,2018,6078,
6338,188,2019,6078,
6339,188,2020,6078,
6340,188,2021,6078,
6341,384,1961,7271,-0.082
6342,384,1962,7271,-0.12
6343,384,1963,7271,0.136
6344,384,1964,7271,-0.211
6345,384,1965,7271,-0.172
6346,384,1966,7271,0.137
6347,384,1967,7271,-0.18
6348,384,1968,7271,-0.068
6349,384,1969,7271,0.342
6350,384,1970,7271,0.291
6351,384,1971,7271,-0.116
6352,384,1972,7271,0.014
6353,384,1973,7271,0.628
6354,384,1974,7271,-0.037
6355,384,1975,7271,-0.142
6356,384,1976,7271,-0.311
6357,384,1977,7271,0.333
6358,384,1978,7271,0.12
6359,384,1979,7271,0.529
6360,384,1980,7271,0.452
6361,384,1981,7271,0.273
6362,384,1982,7271,0.182
6363,384,1983,7271,0.67
6364,384,1984,7271,0.517
6365,384,1985,7271,0.255
6366,384,1986,7271,0.238
6367,384,1987,7271,1.032
6368,384,1988,7271,0.734
6369,384,1989,7271,0.337
6370,384,1990,7271,0.635
6371,384,1991,7271,0.515
6372,384,1992,7271,0.306
6373,384,1993,7271,0.554
6374,384,1994,7271,0.582
6375,384,1995,7271,0.733
6376,384,1996,7271,0.81
6377,384,1997,7271,0.726
6378,384,1998,7271,1.348
6379,384,1999,7271,0.565
6380,384,2000,7271,0.486
6381,384,2001,7271,0.568
6382,384,2002,7271,0.884
6383,384,2003,7271,1.152
6384,384,2004,7271,0.843
6385,384,2005,7271,1.111
6386,384,2006,7271,1
6387,384,2007,7271,1.097
6388,384,2008,7271,0.817
6389,384,2009,7271,1.01
6390,384,2010,7271,1.349
6391,384,2011,7271,1.044
6392,384,2012,7271,0.721
6393,384,2013,7271,0.99
6394,384,2014,7271,0.897
6395,384,2015,7271,1.417
6396,384,2016,7271,1.625
6397,384,2017,7271,1.714
6398,384,2018,7271,1.446
6399,384,2019,7271,1.508
6400,384,2020,7271,1.504
6401,384,2021,7271,1.617
6402,384,1961,6078,0.258
6403,384,1962,6078,0.258
6404,384,1963,6078,0.258
6405,384,1964,6078,0.258
6406,384,1965,6078,0.258
6407,384,1966,6078,0.258
6408,384,1967,6078,0.258
6409,384,1968,6078,0.258
6410,384,1969,6078,0.258
6411,384,1970,6078,0.258
6412,384,1971,6078,0.258
6413,384,1972,6078,0.258
6414,384,1973,6078,0.258
6415,384,1974,6078,0.258
6416,384,1975,6078,0.258
6417,384,1976,6078,0.258
6418,384,1977,6078,0.258
6419,384,1978,6078,0.258
6420,384,1979,6078,0.258
6421,384,1980,6078,0.258
6422,384,1981,6078,0.258
6423,384,1982,6078,0.258
6424,384,1983,6078,0.258
6425,384,1984,6078,0.258
6426,384,1985,6078,0.258
6427,384,1986,6078,0.258
6428,384,1987,6078,0.258
6429,384,1988,6078,0.258
6430,384,1989,6078,0.258
6431,384,1990,6078,0.258
6432,384,1991,6078,0.258
6433,384,1992,6078,0.258
6434,384,1993,6078,0.258
6435,384,1994,6078,0.258
6436,384,1995,6078,0.258
6437,384,1996,6078,0.258
6438,384,1997,6078,0.258
6439,384,1998,6078,0.258
6440,384,1999,6078,0.258
6441,384,2000,6078,0.258
6442,384,2001,6078,0.258
6443,384,2002,6078,0.258
6444,384,2003,6078,0.258
6445,384,2004,6078,0.258
6446,384,2005,6078,0.258
6447,384,2006,6078,0.258
6448,384,2007,6078,0.258
6449,384,2008,6078,0.258
6450,384,2009,6078,0.258
6451,384,2010,6078,0.258
6452,384,2011,6078,0.258
6453,384,2012,6078,0.258
6454,384,2013,6078,0.258
6455,384,2014,6078,0.258
6456,384,2015,6078,0.258
6457,384,2016,6078,0.258
6458,384,2017,6078,0.258
6459,384,2018,6078,0.258
6460,384,2019,6078,0.258
6461,384,2020,6078,0.258
6462,384,2021,6078,0.258
6463,191,1992,7271,0.829
6464,191,1993,7271,0.402
6465,191,1994,7271,1.715
6466,191,1995,7271,0.431
6467,191,1996,7271,-0.029
6468,191,1997,7271,0.313
6469,191,1998,7271,1.157
6470,191,1999,7271,0.706
6471,191,2000,7271,1.623
6472,191,2001,7271,1.596
6473,191,2002,7271,1.266
6474,191,2003,7271,1.287
6475,191,2004,7271,0.68
6476,191,2005,7271,0.307
6477,191,2006,7271,0.735
6478,191,2007,7271,1.995
6479,191,2008,7271,1.468
6480,191,2009,7271,1.51
6481,191,2010,7271,0.878
6482,191,2011,7271,1.269
6483,191,2012,7271,1.857
6484,191,2013,7271,1.282
6485,191,2014,7271,2.044
6486,191,2015,7271,1.933
6487,191,2016,7271,1.843
6488,191,2017,7271,1.562
6489,191,2018,7271,2.321
6490,191,2019,7271,2.117
6491,191,2020,7271,2.024
6492,191,2021,7271,1.622
6493,191,1992,6078,
6494,191,1993,6078,
6495,191,1994,6078,
6496,191,1995,6078,
6497,191,1996,6078,
6498,191,1997,6078,
6499,191,1998,6078,
6500,191,1999,6078,
6501,191,2000,6078,
6502,191,2001,6078,
6503,191,2002,6078,
6504,191,2003,6078,
6505,191,2004,6078,
6506,191,2005,6078,
6507,191,2006,6078,
6508,191,2007,6078,
6509,191,2008,6078,
6510,191,2009,6078,
6511,191,2010,6078,
6512,191,2011,6078,
6513,191,2012,6078,
6514,191,2013,6078,
6515,191,2014,6078,
6516,191,2015,6078,
6517,191,2016,6078,
6518,191,2017,6078,
6519,191,2018,6078,
6520,191,2019,6078,
6521,191,2020,6078,
6522,191,2021,6078,
6523,192,1961,7271,-0.094
6524,192,1962,7271,-0.073
6525,192,1963,7271,-0.105
6526,192,1964,7271,0.114
6527,192,1965,7271,0.082
6528,192,1966,7271,-0.247
6529,192,1967,7271,-0.188
6530,192,1968,7271,-0.322
6531,192,1969,7271,0.025
6532,192,1970,7271,-0.345
6533,192,1971,7271,0.091
6534,192,1972,7271,0.437
6535,192,1973,7271,0.38
6536,192,1974,7271,0.065
6537,192,1975,7271,0.518
6538,192,1976,7271,-0.179
6539,192,1977,7271,0.163
6540,192,1978,7271,0.058
6541,192,1979,7271,0.349
6542,192,1980,7271,0.5
6543,192,1981,7271,-0.013
6544,192,1982,7271,0.595
6545,192,1983,7271,0.317
6546,192,1984,7271,0.303
6547,192,1985,7271,0.251
6548,192,1986,7271,0.379
6549,192,1987,7271,0.75
6550,192,1988,7271,0.611
6551,192,1989,7271,0.689
6552,192,1990,7271,0.851
6553,192,1991,7271,0.913
6554,192,1992,7271,0.623
6555,192,1993,7271,0.64
6556,192,1994,7271,1.015
6557,192,1995,7271,1.046
6558,192,1996,7271,0.219
6559,192,1997,7271,0.819
6560,192,1998,7271,1.019
6561,192,1999,7271,0.718
6562,192,2000,7271,0.535
6563,192,2001,7271,0.515
6564,192,2002,7271,0.835
6565,192,2003,7271,0.88
6566,192,2004,7271,0.611
6567,192,2005,7271,0.576
6568,192,2006,7271,0.728
6569,192,2007,7271,0.713
6570,192,2008,7271,0.423
6571,192,2009,7271,0.777
6572,192,2010,7271,0.469
6573,192,2011,7271,0.316
6574,192,2012,7271,0.39
6575,192,2013,7271,0.661
6576,192,2014,7271,0.859
6577,192,2015,7271,1.114
6578,192,2016,7271,1.156
6579,192,2017,7271,1.284
6580,192,2018,7271,1.111
6581,192,2019,7271,1.572
6582,192,2020,7271,1.603
6583,192,2021,7271,1.311
6584,192,1961,6078,0.268
6585,192,1962,6078,0.268
6586,192,1963,6078,0.268
6587,192,1964,6078,0.268
6588,192,1965,6078,0.268
6589,192,1966,6078,0.268
6590,192,1967,6078,0.268
6591,192,1968,6078,0.268
6592,192,1969,6078,0.268
6593,192,1970,6078,0.268
6594,192,1971,6078,0.268
6595,192,1972,6078,0.268
6596,192,1973,6078,0.268
6597,192,1974,6078,0.268
6598,192,1975,6078,0.268
6599,192,1976,6078,0.268
6600,192,1977,6078,0.268
6601,192,1978,6078,0.268
6602,192,1979,6078,0.268
6603,192,1980,6078,0.268
6604,192,1981,6078,0.268
6605,192,1982,6078,0.268
6606,192,1983,6078,0.268
6607,192,1984,6078,0.268
6608,192,1985,6078,0.268
6609,192,1986,6078,0.268
6610,192,1987,6078,0.268
6611,192,1988,6078,0.268
6612,192,1989,6078,0.268
6613,192,1990,6078,0.268
6614,192,1991,6078,0.268
6615,192,1992,6078,0.268
6616,192,1993,6078,0.268
6617,192,1994,6078,0.268
6618,192,1995,6078,0.268
6619,192,1996,6078,0.268
6620,192,1997,6078,0.268
6621,192,1998,6078,0.268
6622,192,1999,6078,0.268
6623,192,2000,6078,0.268
6624,192,2001,6078,0.268
6625,192,2002,6078,0.268
6626,192,2003,6078,0.268
6627,192,2004,6078,0.268
6628,192,2005,6078,0.268
6629,192,2006,6078,0.268
6630,192,2007,6078,0.268
6631,192,2008,6078,0.268
6632,192,2009,6078,0.268
6633,192,2010,6078,0.268
6634,192,2011,6078,0.268
6635,192,2012,6078,0.268
6636,192,2013,6078,0.268
6637,192,2014,6078,0.268
6638,192,2015,6078,0.268
6639,192,2016,6078,0.268
6640,192,2017,6078,0.268
6641,192,2018,6078,0.268
6642,192,2019,6078,0.268
6643,192,2020,6078,0.268
6644,192,2021,6078,0.268
6645,196,1961,7271,0.017
6646,196,1962,7271,0.78
6647,196,1963,7271,0.728
6648,196,1964,7271,-0.591
6649,196,1965,7271,-0.199
6650,196,1966,7271,0.657
6651,196,1967,7271,-0.738
6652,196,1968,7271,-0.011
6653,196,1969,7271,0.158
